filename,code_line,line_number,file-label,line-label,line-score-pred
wicket-core/src/main/java/org/apache/wicket/Component.java,/*,1,True,False,0
wicket-core/src/main/java/org/apache/wicket/Component.java,* Licensed to the Apache Software Foundation (ASF) under one or more,2,True,False,0
wicket-core/src/main/java/org/apache/wicket/Component.java,* contributor license agreements.  See the NOTICE file distributed with,3,True,False,0
wicket-core/src/main/java/org/apache/wicket/Component.java,* this work for additional information regarding copyright ownership.,4,True,False,0
wicket-core/src/main/java/org/apache/wicket/Component.java,"* The ASF licenses this file to You under the Apache License, Version 2.0",5,True,False,0
wicket-core/src/main/java/org/apache/wicket/Component.java,"* (the ""License""); you may not use this file except in compliance with",6,True,False,0
wicket-core/src/main/java/org/apache/wicket/Component.java,* the License.  You may obtain a copy of the License at,7,True,False,0
wicket-core/src/main/java/org/apache/wicket/Component.java,*,8,True,False,0
wicket-core/src/main/java/org/apache/wicket/Component.java,*      http://www.apache.org/licenses/LICENSE-2.0,9,True,False,0
wicket-core/src/main/java/org/apache/wicket/Component.java,*,10,True,False,0
wicket-core/src/main/java/org/apache/wicket/Component.java,"* Unless required by applicable law or agreed to in writing, software",11,True,False,0
wicket-core/src/main/java/org/apache/wicket/Component.java,"* distributed under the License is distributed on an ""AS IS"" BASIS,",12,True,False,0
wicket-core/src/main/java/org/apache/wicket/Component.java,"* WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.",13,True,False,0
wicket-core/src/main/java/org/apache/wicket/Component.java,* See the License for the specific language governing permissions and,14,True,False,0
wicket-core/src/main/java/org/apache/wicket/Component.java,* limitations under the License.,15,True,False,0
wicket-core/src/main/java/org/apache/wicket/Component.java,*/,16,True,False,0
wicket-core/src/main/java/org/apache/wicket/Component.java,package org apache wicket,17,True,False,0
wicket-core/src/main/java/org/apache/wicket/Component.java,import java io Serializable,19,True,False,0
wicket-core/src/main/java/org/apache/wicket/Component.java,import java lang reflect Method,20,True,False,0
wicket-core/src/main/java/org/apache/wicket/Component.java,import java util ArrayList,21,True,False,0
wicket-core/src/main/java/org/apache/wicket/Component.java,import java util Iterator,22,True,False,0
wicket-core/src/main/java/org/apache/wicket/Component.java,import java util List,23,True,False,0
wicket-core/src/main/java/org/apache/wicket/Component.java,import java util Locale,24,True,False,0
wicket-core/src/main/java/org/apache/wicket/Component.java,import org apache wicket ajax IAjaxRegionMarkupIdProvider,26,True,False,0
wicket-core/src/main/java/org/apache/wicket/Component.java,import org apache wicket authorization Action,27,True,False,0
wicket-core/src/main/java/org/apache/wicket/Component.java,import org apache wicket authorization AuthorizationException,28,True,False,0
wicket-core/src/main/java/org/apache/wicket/Component.java,import org apache wicket authorization IAuthorizationStrategy,29,True,False,0
wicket-core/src/main/java/org/apache/wicket/Component.java,import org apache wicket authorization UnauthorizedActionException,30,True,False,0
wicket-core/src/main/java/org/apache/wicket/Component.java,import org apache wicket behavior Behavior,31,True,False,0
wicket-core/src/main/java/org/apache/wicket/Component.java,import org apache wicket event Broadcast,32,True,False,0
wicket-core/src/main/java/org/apache/wicket/Component.java,import org apache wicket event IEvent,33,True,False,0
wicket-core/src/main/java/org/apache/wicket/Component.java,import org apache wicket event IEventSink,34,True,False,0
wicket-core/src/main/java/org/apache/wicket/Component.java,import org apache wicket event IEventSource,35,True,False,0
wicket-core/src/main/java/org/apache/wicket/Component.java,import org apache wicket feedback FeedbackMessage,36,True,False,0
wicket-core/src/main/java/org/apache/wicket/Component.java,import org apache wicket feedback IFeedback,37,True,False,0
wicket-core/src/main/java/org/apache/wicket/Component.java,import org apache wicket markup ComponentTag,38,True,False,0
wicket-core/src/main/java/org/apache/wicket/Component.java,import org apache wicket markup IMarkupFragment,39,True,False,0
wicket-core/src/main/java/org/apache/wicket/Component.java,import org apache wicket markup MarkupCache,40,True,False,0
wicket-core/src/main/java/org/apache/wicket/Component.java,import org apache wicket markup MarkupElement,41,True,False,0
wicket-core/src/main/java/org/apache/wicket/Component.java,import org apache wicket markup MarkupException,42,True,False,0
wicket-core/src/main/java/org/apache/wicket/Component.java,import org apache wicket markup MarkupNotFoundException,43,True,False,0
wicket-core/src/main/java/org/apache/wicket/Component.java,import org apache wicket markup MarkupStream,44,True,False,0
