filename,code_line,line_number,file-label,line-label,line-score-pred
src/org/jruby/NativeException.java,/***** BEGIN LICENSE BLOCK *****,1,True,False,0
src/org/jruby/NativeException.java,* Version: CPL 1.0/GPL 2.0/LGPL 2.1,2,True,False,0
src/org/jruby/NativeException.java,*,3,True,False,0
src/org/jruby/NativeException.java,* The contents of this file are subject to the Common Public,4,True,False,0
src/org/jruby/NativeException.java,"* License Version 1.0 (the ""License""); you may not use this file",5,True,False,0
src/org/jruby/NativeException.java,* except in compliance with the License. You may obtain a copy of,6,True,False,0
src/org/jruby/NativeException.java,* the License at http://www.eclipse.org/legal/cpl-v10.html,7,True,False,0
src/org/jruby/NativeException.java,*,8,True,False,0
src/org/jruby/NativeException.java,"* Software distributed under the License is distributed on an ""AS",9,True,False,0
src/org/jruby/NativeException.java,"* IS"" basis, WITHOUT WARRANTY OF ANY KIND, either express or",10,True,False,0
src/org/jruby/NativeException.java,* implied. See the License for the specific language governing,11,True,False,0
src/org/jruby/NativeException.java,* rights and limitations under the License.,12,True,False,0
src/org/jruby/NativeException.java,*,13,True,False,0
src/org/jruby/NativeException.java,* Copyright (C) 2005 David Corbin <dcorbin@users.sourceforge.net>,14,True,False,0
src/org/jruby/NativeException.java,*,15,True,False,0
src/org/jruby/NativeException.java,"* Alternatively, the contents of this file may be used under the terms of",16,True,False,0
src/org/jruby/NativeException.java,"* either of the GNU General Public License Version 2 or later (the ""GPL""),",17,True,False,0
src/org/jruby/NativeException.java,"* or the GNU Lesser General Public License Version 2.1 or later (the ""LGPL""),",18,True,False,0
src/org/jruby/NativeException.java,* in which case the provisions of the GPL or the LGPL are applicable instead,19,True,False,0
src/org/jruby/NativeException.java,* of those above. If you wish to allow use of your version of this file only,20,True,False,0
src/org/jruby/NativeException.java,"* under the terms of either the GPL or the LGPL, and not to allow others to",21,True,False,0
src/org/jruby/NativeException.java,"* use your version of this file under the terms of the CPL, indicate your",22,True,False,0
src/org/jruby/NativeException.java,* decision by deleting the provisions above and replace them with the notice,23,True,False,0
src/org/jruby/NativeException.java,* and other provisions required by the GPL or the LGPL. If you do not delete,24,True,False,0
src/org/jruby/NativeException.java,"* the provisions above, a recipient may use your version of this file under",25,True,False,0
src/org/jruby/NativeException.java,"* the terms of any one of the CPL, the GPL or the LGPL.",26,True,False,0
src/org/jruby/NativeException.java,***** END LICENSE BLOCK *****/,27,True,False,0
src/org/jruby/NativeException.java,package org jruby,28,True,False,0
src/org/jruby/NativeException.java,import java io PrintStream,30,True,False,0
src/org/jruby/NativeException.java,import java lang reflect Member,32,True,False,0
src/org/jruby/NativeException.java,import org jruby anno JRubyClass,33,True,False,0
src/org/jruby/NativeException.java,import org jruby anno JRubyMethod,34,True,False,0
src/org/jruby/NativeException.java,import org jruby javasupport Java,35,True,False,0
src/org/jruby/NativeException.java,import org jruby javasupport JavaObject,36,True,False,0
src/org/jruby/NativeException.java,import org jruby runtime Block,37,True,False,0
src/org/jruby/NativeException.java,import org jruby runtime ObjectAllocator,38,True,False,0
src/org/jruby/NativeException.java,import org jruby runtime builtin IRubyObject,39,True,False,0
src/org/jruby/NativeException.java,import org jruby util SafePropertyAccessor,40,True,False,0
src/org/jruby/NativeException.java,@JRubyClass name      parent,42,True,False,0
src/org/jruby/NativeException.java,public class NativeException extends RubyException,43,True,False,0
src/org/jruby/NativeException.java,private final Throwable cause,45,True,False,0
src/org/jruby/NativeException.java,public static final String CLASS_NAME,46,True,False,0
src/org/jruby/NativeException.java,private final Ruby runtime,47,True,False,0
src/org/jruby/NativeException.java,public NativeException Ruby runtime  RubyClass rubyClass  Throwable cause,49,True,False,0
src/org/jruby/NativeException.java,super runtime  rubyClass  cause getClass   getName         cause getMessage,50,True,True,0
src/org/jruby/NativeException.java,this runtime   runtime,51,True,False,0
src/org/jruby/NativeException.java,this cause   cause,52,True,False,0
src/org/jruby/NativeException.java,public static RubyClass createClass Ruby runtime  RubyClass baseClass,55,True,False,0
src/org/jruby/NativeException.java,"// FIXME: If NativeException is expected to be used from Ruby code, it should provide",56,True,False,0
src/org/jruby/NativeException.java,"// a real allocator to be used. Otherwise Class.new will fail, as will marshalling. JRUBY-415",57,True,False,0
src/org/jruby/NativeException.java,RubyClass exceptionClass   runtime defineClass CLASS_NAME  baseClass  ObjectAllocator NOT_ALLOCATABLE_ALLOCATOR,58,True,False,0
src/org/jruby/NativeException.java,exceptionClass defineAnnotatedMethods NativeException class,60,True,False,0
src/org/jruby/NativeException.java,return exceptionClass,62,True,False,0
src/org/jruby/NativeException.java,@JRubyMethod frame   true,65,True,False,0
src/org/jruby/NativeException.java,public IRubyObject cause Block unusedBlock,66,True,False,0
src/org/jruby/NativeException.java,return Java getInstance getRuntime    cause,67,True,False,0
src/org/jruby/NativeException.java,public IRubyObject backtrace,70,True,False,0
src/org/jruby/NativeException.java,IRubyObject rubyTrace   super backtrace,71,True,False,0
src/org/jruby/NativeException.java,if  rubyTrace isNil,72,True,False,0
src/org/jruby/NativeException.java,return rubyTrace,73,True,False,0
src/org/jruby/NativeException.java,RubyArray array    RubyArray  rubyTrace dup,75,True,False,0
src/org/jruby/NativeException.java,StackTraceElement stackTrace   cause getStackTrace,76,True,False,0
src/org/jruby/NativeException.java,for  int i   stackTrace length   1  i >  0  i,77,True,False,0
src/org/jruby/NativeException.java,StackTraceElement element   stackTrace,78,True,False,0
src/org/jruby/NativeException.java,String className   element getClassName,79,True,False,0
src/org/jruby/NativeException.java,String line   null,80,True,False,0
src/org/jruby/NativeException.java,if  element getFileName      null,81,True,False,0
src/org/jruby/NativeException.java,line   className       element getLineNumber         element getMethodName,82,True,False,0
src/org/jruby/NativeException.java,else,83,True,False,0
src/org/jruby/NativeException.java,int index   className lastIndexOf,84,True,False,0
src/org/jruby/NativeException.java,String packageName   null,85,True,False,0
src/org/jruby/NativeException.java,if  index     1,86,True,False,0
src/org/jruby/NativeException.java,packageName,87,True,False,0
src/org/jruby/NativeException.java,else,88,True,False,0
src/org/jruby/NativeException.java,packageName   className substring 0  index,89,True,False,0
src/org/jruby/NativeException.java,line   packageName replace         element getFileName         element getLineNumber         element getMethodName,91,True,False,0
src/org/jruby/NativeException.java,RubyString string   runtime newString line,93,True,False,0
src/org/jruby/NativeException.java,array unshift string,94,True,False,0
src/org/jruby/NativeException.java,return array,96,True,False,0
src/org/jruby/NativeException.java,public void trimStackTrace Member target,99,True,False,0
src/org/jruby/NativeException.java,Throwable t   new Throwable,100,True,False,0
src/org/jruby/NativeException.java,StackTraceElement origStackTrace   cause getStackTrace,101,True,False,0
src/org/jruby/NativeException.java,StackTraceElement currentStackTrace   t getStackTrace,102,True,False,0
src/org/jruby/NativeException.java,int skip   0,103,True,False,0
src/org/jruby/NativeException.java,for  int i   1,104,True,False,0
src/org/jruby/NativeException.java,i <  origStackTrace length    i <  currentStackTrace length,105,True,False,0
src/org/jruby/NativeException.java,i,106,True,False,0
src/org/jruby/NativeException.java,StackTraceElement a   origStackTrace,107,True,False,0
src/org/jruby/NativeException.java,StackTraceElement b   currentStackTrace,108,True,False,0
src/org/jruby/NativeException.java,if  a equals b,109,True,False,0
src/org/jruby/NativeException.java,skip    1,110,True,False,0
src/org/jruby/NativeException.java,else,111,True,False,0
src/org/jruby/NativeException.java,break,112,True,False,0
src/org/jruby/NativeException.java,"// If we know what method was being called, strip everything",115,True,False,0
src/org/jruby/NativeException.java,// before the call. This hides the JRuby and reflection internals.,116,True,False,0
src/org/jruby/NativeException.java,if  target    null,117,True,False,0
src/org/jruby/NativeException.java,String className   target getDeclaringClass   getName,118,True,False,0
src/org/jruby/NativeException.java,String methodName   target getName,119,True,False,0
src/org/jruby/NativeException.java,for  int i   origStackTrace length   skip   1  i >  0    i,120,True,False,0
src/org/jruby/NativeException.java,StackTraceElement frame   origStackTrace,121,True,False,0
src/org/jruby/NativeException.java,if  frame getClassName   equals className,122,True,False,0
src/org/jruby/NativeException.java,frame getMethodName   equals methodName,123,True,False,0
src/org/jruby/NativeException.java,skip   origStackTrace length   i   1,124,True,False,0
src/org/jruby/NativeException.java,break,125,True,False,0
src/org/jruby/NativeException.java,if  skip > 0,129,True,False,0
src/org/jruby/NativeException.java,StackTraceElement newStackTrace,130,True,False,0
src/org/jruby/NativeException.java,new StackTraceElement,131,True,False,0
src/org/jruby/NativeException.java,for  int i   0  i < newStackTrace length    i,132,True,False,0
src/org/jruby/NativeException.java,newStackTrace   origStackTrace,133,True,False,0
src/org/jruby/NativeException.java,cause setStackTrace newStackTrace,135,True,False,0
src/org/jruby/NativeException.java,public void printBacktrace PrintStream errorStream,139,True,False,0
src/org/jruby/NativeException.java,super printBacktrace errorStream,140,True,False,0
src/org/jruby/NativeException.java,if  getRuntime   getDebug   isTrue,141,True,False,0
src/org/jruby/NativeException.java,errorStream println,142,True,False,0
src/org/jruby/NativeException.java,cause printStackTrace errorStream,143,True,False,0
src/org/jruby/NativeException.java,public Throwable getCause,147,True,False,0
src/org/jruby/NativeException.java,return cause,148,True,False,0
src/org/jruby/RubyBasicObject.java,/***** BEGIN LICENSE BLOCK *****,1,True,False,0
src/org/jruby/RubyBasicObject.java,* Version: CPL 1.0/GPL 2.0/LGPL 2.1,2,True,False,0
src/org/jruby/RubyBasicObject.java,*,3,True,False,0
src/org/jruby/RubyBasicObject.java,* The contents of this file are subject to the Common Public,4,True,False,0
src/org/jruby/RubyBasicObject.java,"* License Version 1.0 (the ""License""); you may not use this file",5,True,False,0
src/org/jruby/RubyBasicObject.java,* except in compliance with the License. You may obtain a copy of,6,True,False,0
src/org/jruby/RubyBasicObject.java,* the License at http://www.eclipse.org/legal/cpl-v10.html,7,True,False,0
src/org/jruby/RubyBasicObject.java,*,8,True,False,0
src/org/jruby/RubyBasicObject.java,"* Software distributed under the License is distributed on an ""AS",9,True,False,0
src/org/jruby/RubyBasicObject.java,"* IS"" basis, WITHOUT WARRANTY OF ANY KIND, either express or",10,True,False,0
src/org/jruby/RubyBasicObject.java,* implied. See the License for the specific language governing,11,True,False,0
src/org/jruby/RubyBasicObject.java,* rights and limitations under the License.,12,True,False,0
