filename,code_line,line_number,file-label,line-label,line-score-pred
src/org/jruby/Profile.java,/***** BEGIN LICENSE BLOCK *****,1,True,False,0
src/org/jruby/Profile.java,* Version: CPL 1.0/GPL 2.0/LGPL 2.1,2,True,False,0
src/org/jruby/Profile.java,*,3,True,False,0
src/org/jruby/Profile.java,* The contents of this file are subject to the Common Public,4,True,False,0
src/org/jruby/Profile.java,"* License Version 1.0 (the ""License""); you may not use this file",5,True,False,0
src/org/jruby/Profile.java,* except in compliance with the License. You may obtain a copy of,6,True,False,0
src/org/jruby/Profile.java,* the License at http://www.eclipse.org/legal/cpl-v10.html,7,True,False,0
src/org/jruby/Profile.java,*,8,True,False,0
src/org/jruby/Profile.java,"* Software distributed under the License is distributed on an ""AS",9,True,False,0
src/org/jruby/Profile.java,"* IS"" basis, WITHOUT WARRANTY OF ANY KIND, either express or",10,True,False,0
src/org/jruby/Profile.java,* implied. See the License for the specific language governing,11,True,False,0
src/org/jruby/Profile.java,* rights and limitations under the License.,12,True,False,0
src/org/jruby/Profile.java,*,13,True,False,0
src/org/jruby/Profile.java,* Copyright (C) 2006 Ola Bini <ola@ologix.com>,14,True,False,0
src/org/jruby/Profile.java,*,15,True,False,0
src/org/jruby/Profile.java,"* Alternatively, the contents of this file may be used under the terms of",16,True,False,0
src/org/jruby/Profile.java,"* either of the GNU General Public License Version 2 or later (the ""GPL""),",17,True,False,0
src/org/jruby/Profile.java,"* or the GNU Lesser General Public License Version 2.1 or later (the ""LGPL""),",18,True,False,0
src/org/jruby/Profile.java,* in which case the provisions of the GPL or the LGPL are applicable instead,19,True,False,0
src/org/jruby/Profile.java,* of those above. If you wish to allow use of your version of this file only,20,True,False,0
src/org/jruby/Profile.java,"* under the terms of either the GPL or the LGPL, and not to allow others to",21,True,False,0
src/org/jruby/Profile.java,"* use your version of this file under the terms of the CPL, indicate your",22,True,False,0
src/org/jruby/Profile.java,* decision by deleting the provisions above and replace them with the notice,23,True,False,0
src/org/jruby/Profile.java,* and other provisions required by the GPL or the LGPL. If you do not delete,24,True,False,0
src/org/jruby/Profile.java,"* the provisions above, a recipient may use your version of this file under",25,True,False,0
src/org/jruby/Profile.java,"* the terms of any one of the CPL, the GPL or the LGPL.",26,True,False,0
src/org/jruby/Profile.java,***** END LICENSE BLOCK *****/,27,True,False,0
src/org/jruby/Profile.java,package org jruby,28,True,False,0
src/org/jruby/Profile.java,/**,30,True,False,0
src/org/jruby/Profile.java,"* @author <a href=""mailto:ola.bini@ki.se"">Ola Bini</a>",31,True,False,0
src/org/jruby/Profile.java,*/,32,True,False,0
